source	target
TGFBR2	ACVR1B
TNF	ACVR1B
TP53	ACVR1B
WT1	ACVR1B
RIPK1	ACVR1B
TNFRSF10A	ACVR1B
AKT3	ACVR1B
LILRB2	ACVR1B
LILRB1	ACVR1B
ACVR1	ACVR2B
ACVR1B	ACVR2B
ACVR2A	ACVR2B
BMP7	ACVR2B
BMPR1A	ACVR2B
BMPR2	ACVR2B
CHRNB2	ACVR2B
CSNK2B	ACVR2B
DDX5	ACVR2B
EGFR	ACVR2B
ERBB2	ACVR2B
ERBB3	ACVR2B
ERBB4	ACVR2B
HIF1A	ACVR2B
HIVEP1	ACVR2B
HLA-DRB1	ACVR2B
IL6ST	ACVR2B
INHBA	ACVR2B
SMAD2	ACVR2B
SMAD3	ACVR2B
SMAD4	ACVR2B
SMAD6	ACVR2B
DDR2	ACVR2B
PCSK5	ACVR2B
PDGFRB	ACVR2B
PPARG	ACVR2B
PTPRK	ACVR2B
RARA	ACVR2B
RASA1	ACVR2B
SOX11	ACVR2B
TFAP2A	ACVR2B
TGFBR1	ACVR2B
TGFBR3	ACVR2B
USP9X	ACVR2B
TP63	ACVR2B
AKT3	ACVR2B
LILRB2	ACVR2B
LILRB1	ACVR2B
ACVR1	ACVR2A
ACVR1B	ACVR2A
BMP5	ACVR2A
BMP7	ACVR2A
BMPR1A	ACVR2A
BMPR2	ACVR2A
CSNK2B	ACVR2A
DDX5	ACVR2A
ETS1	ACVR2A
FOXO3	ACVR2A
GATA1	ACVR2A
HIVEP1	ACVR2A
IL6ST	ACVR2A
INHBA	ACVR2A
SMAD2	ACVR2A
SMAD3	ACVR2A
SMAD4	ACVR2A
SMAD6	ACVR2A
DDR2	ACVR2A
MED1	ACVR2A
SOX11	ACVR2A
STAT3	ACVR2A
STAT5B	ACVR2A
TAL1	ACVR2A
TFAP2A	ACVR2A
TGFBR1	ACVR2A
TGFBR3	ACVR2A
USP9X	ACVR2A
TP63	ACVR2A
ACVR1B	CD70
JAG1	CD70
FAS	CD70
BAX	CD70
BCL2	CD70
CASP8	CD70
INHBA	CD70
SMAD3	CD70
TNF	CD70
RIPK1	CD70
TNFRSF10A	CD70
BTN3A2	CD70
ACVR1B	EI24
BCL6	EI24
BMPR2	EI24
CDKN1A	EI24
CDKN1B	EI24
CDKN2A	EI24
CDKN2C	EI24
DDX3X	EI24
HNF4A	EI24
INHBA	EI24
SMAD3	EI24
SMAD4	EI24
PML	EI24
SLIT3	EI24
SMARCA4	EI24
TP53	EI24
WT1	EI24
SLIT2	EI24
ACVR1B	SLIT2
JAG1	SLIT2
AKT1	SLIT2
ANGPT1	SLIT2
RHOA	SLIT2
RHOB	SLIT2
BCL6	SLIT2
BMPR1A	SLIT2
BMPR2	SLIT2
CDKN1A	SLIT2
CDKN1B	SLIT2
CDKN2A	SLIT2
CDKN2C	SLIT2
DACH1	SLIT2
DDX3X	SLIT2
EGR3	SLIT2
EPHA1	SLIT2
EPHB4	SLIT2
FBLN1	SLIT2
FGF2	SLIT2
FOXO3	SLIT2
HNF4A	SLIT2
INHBA	SLIT2
ITGAV	SLIT2
SMAD3	SLIT2
SMAD4	SLIT2
MEN1	SLIT2
MET	SLIT2
MITF	SLIT2
AFDN	SLIT2
NF1	SLIT2
NTRK3	SLIT2
PML	SLIT2
PTEN	SLIT2
PTPN13	SLIT2
PTPRK	SLIT2
ROBO2	SLIT2
SLIT3	SLIT2
SMARCA4	SLIT2
STC1	SLIT2
THBS1	SLIT2
NKX2-1	SLIT2
TP53	SLIT2
WT1	SLIT2
XDH	SLIT2
PTPRU	SLIT2
CITED2	SLIT2
DLC1	SLIT2
PTPRT	SLIT2
ADAM10	AFDN
JAG1	AFDN
RHOB	AFDN
DACH1	AFDN
ECT2	AFDN
EPHA1	AFDN
EZH2	AFDN
FOXO3	AFDN
RAPGEF1	AFDN
HRAS	AFDN
MITF	AFDN
PTPRU	AFDN
FSTL3	AFDN
CCL26	AFDN
CITED2	AFDN
DLC1	AFDN
RAPGEF3	AFDN
PTPRT	AFDN
ADAM10	ADIPOQ
ANK3	ADIPOQ
APOB	ADIPOQ
RHOH	ADIPOQ
ATP2A2	ADIPOQ
B2M	ADIPOQ
BMPR2	ADIPOQ
CASP8	ADIPOQ
CDKN1A	ADIPOQ
CDKN1B	ADIPOQ
CRP	ADIPOQ
DACH1	ADIPOQ
DDIT3	ADIPOQ
EPHA2	ADIPOQ
ESR1	ADIPOQ
FBLN1	ADIPOQ
FLNA	ADIPOQ
GATA2	ADIPOQ
GATA3	ADIPOQ
GPS2	ADIPOQ
HMGB1	ADIPOQ
IKBKB	ADIPOQ
IL1B	ADIPOQ
ITGAV	ADIPOQ
JAK2	ADIPOQ
AFF3	ADIPOQ
SMAD3	ADIPOQ
MC1R	ADIPOQ
MEF2C	ADIPOQ
NFKBIA	ADIPOQ
PON1	ADIPOQ
PPARG	ADIPOQ
PRKG1	ADIPOQ
MAP2K7	ADIPOQ
PTCH1	ADIPOQ
PTEN	ADIPOQ
RARA	ADIPOQ
TRIM27	ADIPOQ
SLAMF1	ADIPOQ
STXBP1	ADIPOQ
SYK	ADIPOQ
TLE1	ADIPOQ
TLR2	ADIPOQ
TLR4	ADIPOQ
TLR5	ADIPOQ
TNF	ADIPOQ
TNFAIP3	ADIPOQ
TWIST1	ADIPOQ
EZR	ADIPOQ
MAP4K3	ADIPOQ
RIPK1	ADIPOQ
RAB11A	ADIPOQ
SPHK1	ADIPOQ
BCL10	ADIPOQ
H2BC11	ADIPOQ
USP10	ADIPOQ
KLF4	ADIPOQ
SLC9A3R1	ADIPOQ
RANBP9	ADIPOQ
TRAIP	ADIPOQ
LILRB1	ADIPOQ
ADAM10	FBLN1
CDH13	FBLN1
ERBB3	FBLN1
RANBP9	FBLN1
ADAM10	SLC22A1
SLC29A2	SLC22A1
SLC6A3	SLC22A1
ABCC5	SLC22A1
ADAM10	SPHK1
APLNR	SPHK1
AKT1	SPHK1
ANGPT1	SPHK1
BIRC3	SPHK1
RHOA	SPHK1
BCL2	SPHK1
BMP7	SPHK1
BRCA1	SPHK1
BTG1	SPHK1
CASP8	SPHK1
CDH13	SPHK1
CDK4	SPHK1
CDK6	SPHK1
CDKN1A	SPHK1
CCR5	SPHK1
CSNK2A1	SPHK1
CYLD	SPHK1
DDX3X	SPHK1
DHX9	SPHK1
EDNRB	SPHK1
EGFR	SPHK1
EGR3	SPHK1
EP300	SPHK1
EPHA1	SPHK1
ERBB2	SPHK1
ETS1	SPHK1
FGF2	SPHK1
FLT1	SPHK1
FLT4	SPHK1
GATA2	SPHK1
GATA6	SPHK1
GSK3A	SPHK1
H1-5	SPHK1
H3-3A	SPHK1
H3-3B	SPHK1
HIF1A	SPHK1
FOXA1	SPHK1
HSF1	SPHK1
IL1B	SPHK1
JAK2	SPHK1
KDR	SPHK1
AFF3	SPHK1
MDM2	SPHK1
MAP3K4	SPHK1
NR3C2	SPHK1
MYC	SPHK1
NCBP1	SPHK1
NKX3-1	SPHK1
NOTCH1	SPHK1
PDGFB	SPHK1
PDGFRA	SPHK1
PLCG1	SPHK1
PLK1	SPHK1
PRKD1	SPHK1
MAPK1	SPHK1
MAP2K3	SPHK1
MAP2K7	SPHK1
PTPN1	SPHK1
RELA	SPHK1
RIT2	SPHK1
RRAS	SPHK1
STIM1	SPHK1
SYK	SPHK1
TAL1	SPHK1
TGFBR1	SPHK1
THBS1	SPHK1
TLR2	SPHK1
TLR4	SPHK1
TNF	SPHK1
TRAF6	SPHK1
UBB	SPHK1
UBE2D1	SPHK1
WNT2	SPHK1
XBP1	SPHK1
XDH	SPHK1
CXCR4	SPHK1
PICALM	SPHK1
MAP4K3	SPHK1
RIPK1	SPHK1
HUWE1	SPHK1
STUB1	SPHK1
RAPGEF3	SPHK1
PTGDR2	SPHK1
ADAM10	MAP2K7
DDB2	MAP2K7
ERCC3	MAP2K7
ERCC4	MAP2K7
ERCC5	MAP2K7
ERCC6	MAP2K7
HSP90AB1	MAP2K7
JAK2	MAP2K7
AFF3	MAP2K7
MAP3K4	MAP2K7
MAP3K5	MAP2K7
MEN1	MAP2K7
NEK2	MAP2K7
NOS1	MAP2K7
PRKCQ	MAP2K7
MAPK1	MAP2K7
ADAM10	MYH9
ALDOA	MYH9
ANG	MYH9
RHOA	MYH9
CENPF	MYH9
CSF1R	MYH9
DIAPH1	MYH9
EPB41	MYH9
EPHB1	MYH9
PTK2B	MYH9
FES	MYH9
FLNA	MYH9
GATA1	MYH9
GRB2	MYH9
KDR	MYH9
KIT	MYH9
LEPR	MYH9
MSN	MYH9
DLC1	MYH9
WASF3	MYH9
ADAM10	ERBB3
CDH13	ERBB3
CHRNB2	ERBB3
CSF1R	ERBB3
EGFR	ERBB3
ERBB2	ERBB3
AKT3	ERBB3
LILRB2	ERBB3
LILRB1	ERBB3
ADAM10	AKT1
CDH13	AKT1
CDKN1A	AKT1
CSNK1A1	AKT1
CSNK1E	AKT1
CSNK2A1	AKT1
CSNK2B	AKT1
CSPG4	AKT1
CTNNB1	AKT1
DAXX	AKT1
DDIT3	AKT1
DDX3X	AKT1
DHX9	AKT1
GSDME	AKT1
E2F3	AKT1
S1PR1	AKT1
EGFR	AKT1
EGR3	AKT1
EPHA2	AKT1
MARK2	AKT1
EP300	AKT1
EPHA1	AKT1
EPHA3	AKT1
EPHB4	AKT1
ERBB2	AKT1
ERBB3	AKT1
AKT3	AKT1
AKAP9	AKT1
CCL26	AKT1
KLF2	AKT1
CITED2	AKT1
RAPGEF3	AKT1
HAX1	AKT1
NES	AKT1
KAT7	AKT1
U2AF2	AKT1
ADAM10	NCBP1
AKT1	NCBP1
CSNK2A1	NCBP1
DDX3X	NCBP1
EGFR	NCBP1
EIF5A	NCBP1
ERBB2	NCBP1
H1-5	NCBP1
H3-3A	NCBP1
H3-3B	NCBP1
HNRNPA2B1	NCBP1
EIF3E	NCBP1
ALYREF	NCBP1
NXF1	NCBP1
ADAM10	JAK2
CSF1R	JAK2
CYLD	JAK2
PTK2B	JAK2
FOXO3	JAK2
IKBKB	JAK2
IL1A	JAK2
IL1B	JAK2
IL6ST	JAK2
IRF5	JAK2
JAK1	JAK2
CELF1	JAK2
ADAM10	CSNK2A1
CDKN1B	CSNK2A1
CSNK1A1	CSNK2A1
CSNK1E	CSNK2A1
ATG7	CSNK2A1
ADAM10	AFF3
JAK2	AFF3
ADAM10	ERBB2
AGTR2	ERBB2
CHRNB2	ERBB2
COL3A1	ERBB2
CSF1R	ERBB2
CSNK2A1	ERBB2
CSPG4	ERBB2
CTNNB1	ERBB2
DDX3X	ERBB2
DIAPH1	ERBB2
DYRK1A	ERBB2
EEF1A1	ERBB2
EEF2	ERBB2
EGFR	ERBB2
EPHA2	ERBB2
ELAVL1	ERBB2
MARK2	ERBB2
EPHA1	ERBB2
EPHA3	ERBB2
EPHA4	ERBB2
EPHA7	ERBB2
EPHB1	ERBB2
AKT3	ERBB2
ABI1	ERBB2
LILRB2	ERBB2
LILRB1	ERBB2
PTPRT	ERBB2
ADAM10	S100A7
CHGA	S100A7
HIF1A	S100A7
HMGB1	S100A7
RARRES2	S100A7
ADAM10	H3-3B
AKT1	H3-3B
CSNK2A1	H3-3B
DAXX	H3-3B
DDX3X	H3-3B
EGFR	H3-3B
ERBB2	H3-3B
H1-5	H3-3B
H3-3A	H3-3B
ADAM10	EGFR
AGTR2	EGFR
CHRNB2	EGFR
COL1A1	EGFR
CSF1R	EGFR
CSNK2A1	EGFR
CTNNB1	EGFR
DAXX	EGFR
AKR1C2	EGFR
DDX3X	EGFR
DDX5	EGFR
DHX9	EGFR
DYRK1A	EGFR
AKT3	EGFR
ABI1	EGFR
AKAP9	EGFR
TRIM28	EGFR
LILRB2	EGFR
RAPGEF3	EGFR
HAX1	EGFR
LILRB1	EGFR
KAT7	EGFR
ADAM10	RIPK1
PARP4	RIPK1
AGTR2	RIPK1
AKT1	RIPK1
FAS	RIPK1
AR	RIPK1
RHOH	RIPK1
ATM	RIPK1
B2M	RIPK1
BAX	RIPK1
BCL2	RIPK1
BOK	RIPK1
BRCA1	RIPK1
ZFP36L1	RIPK1
ZFP36L2	RIPK1
CASP3	RIPK1
CASP8	RIPK1
CASP9	RIPK1
CASP10	RIPK1
CYLD	RIPK1
DDIT3	RIPK1
DDX5	RIPK1
DHX9	RIPK1
GSDME	RIPK1
EGFR	RIPK1
EIF5A	RIPK1
EP300	RIPK1
ERCC2	RIPK1
ERCC3	RIPK1
ESR1	RIPK1
ETS1	RIPK1
PTK2B	RIPK1
FOXO1	RIPK1
FLT4	RIPK1
HIP1	RIPK1
HLA-DRB1	RIPK1
HMGB1	RIPK1
HRAS	RIPK1
IKBKB	RIPK1
IL1B	RIPK1
INHBA	RIPK1
IRF1	RIPK1
ITGAV	RIPK1
JAK2	RIPK1
AFF3	RIPK1
SMAD3	RIPK1
MARK3	RIPK1
MDM2	RIPK1
NFE2L2	RIPK1
NFKBIA	RIPK1
PML	RIPK1
PPARD	RIPK1
PRKD1	RIPK1
MAP2K1	RIPK1
MAP2K2	RIPK1
MAP2K7	RIPK1
RELA	RIPK1
S100A8	RIPK1
SLAMF1	RIPK1
SPN	RIPK1
SRC	RIPK1
STK4	RIPK1
SYK	RIPK1
TGFBR1	RIPK1
TGFBR2	RIPK1
THBS1	RIPK1
TLE1	RIPK1
TLR2	RIPK1
TLR4	RIPK1
TLR5	RIPK1
TNF	RIPK1
TNFAIP3	RIPK1
TP53	RIPK1
TRAF2	RIPK1
TRAF6	RIPK1
TWIST1	RIPK1
TCL1A	RIPK1
MAP4K3	RIPK1
YBX3	RIPK1
BCL2L10	RIPK1
TLR6	RIPK1
DLC1	RIPK1
CHEK2	RIPK1
AKAP13	RIPK1
ADAM10	BCL2
AKT1	BCL2
FAS	BCL2
BAX	BCL2
CHRNB2	BCL2
COL3A1	BCL2
CSNK2A1	BCL2
CTNNB1	BCL2
DDB2	BCL2
DDIT3	BCL2
DDX3X	BCL2
EGFR	BCL2
EIF5A	BCL2
EP300	BCL2
ERBB2	BCL2
ERCC2	BCL2
ERCC3	BCL2
FOXO1	BCL2
GATA4	BCL2
GATA6	BCL2
H1-5	BCL2
H3-3A	BCL2
H3-3B	BCL2
HIP1	BCL2
IL6ST	BCL2
INHBA	BCL2
IRF1	BCL2
IRF2	BCL2
IRF7	BCL2
LCK	BCL2
LIFR	BCL2
MAZ	BCL2
MCL1	BCL2
MDM2	BCL2
MOV10	BCL2
NCBP1	BCL2
NFATC2	BCL2
NOTCH1	BCL2
NR4A2	BCL2
PIK3CA	BCL2
PIM1	BCL2
PML	BCL2
PPARD	BCL2
PRKCI	BCL2
PTK2	BCL2
PTPRC	BCL2
BCL2L10	BCL2
HUWE1	BCL2
G3BP1	BCL2
STUB1	BCL2
DLC1	BCL2
IFITM3	BCL2
ATG7	BCL2
LILRB1	BCL2
ADAM10	MAP4K3
AKT1	MAP4K3
CASP8	MAP4K3
CSPG4	MAP4K3
DDB2	MAP4K3
DDX3X	MAP4K3
MARK2	MAP4K3
ERBB2	MAP4K3
ERCC3	MAP4K3
ERCC4	MAP4K3
ERCC5	MAP4K3
ERCC6	MAP4K3
JAK2	MAP4K3
AFF3	MAP4K3
SMAD4	MAP4K3
MEN1	MAP4K3
PRKD1	MAP4K3
MAP2K7	MAP4K3
RIT2	MAP4K3
SRC	MAP4K3
STK4	MAP4K3
TGFBR3	MAP4K3
ADAM10	CASP8
FAS	CASP8
RHOH	CASP8
BAX	CASP8
BCL2	CASP8
BOK	CASP8
CASP3	CASP8
CTSS	CASP8
EIF5A	CASP8
EP300	CASP8
ERCC2	CASP8
ERCC3	CASP8
ESR1	CASP8
FGFR4	CASP8
FOXO1	CASP8
HDAC2	CASP8
HIP1	CASP8
HLA-DRB1	CASP8
IKBKB	CASP8
INHBA	CASP8
IRF1	CASP8
JAK2	CASP8
AFF3	CASP8
SMAD3	CASP8
MDM2	CASP8
PLK1	CASP8
PPARD	CASP8
PRKD1	CASP8
MAP2K7	CASP8
STK4	CASP8
TGFBR2	CASP8
TLE1	CASP8
TLR4	CASP8
TNF	CASP8
TNFAIP3	CASP8
TRAF6	CASP8
BCL2L10	CASP8
TLR6	CASP8
DLC1	CASP8
MALT1	CASP8
AKAP13	CASP8
ADAM10	SLC22A2
SLC29A2	SLC22A2
ABCB1	SLC22A2
SLC6A3	SLC22A2
SLC22A1	SLC22A2
ABCC5	SLC22A2
ADAM10	H1-5
AKT1	H1-5
CSNK2A1	H1-5
DDX3X	H1-5
EGFR	H1-5
ERBB2	H1-5
ADAM10	H3-3A
AKT1	H3-3A
CSNK2A1	H3-3A
DAXX	H3-3A
DDX3X	H3-3A
EGFR	H3-3A
ERBB2	H3-3A
H1-5	H3-3A
ADAM10	DDX3X
CDKN1A	DDX3X
CDKN1B	DDX3X
CDKN2A	DDX3X
CDKN2C	DDX3X
CENPF	DDX3X
RCC1	DDX3X
COL1A1	DDX3X
CSNK2A1	DDX3X
CSPG4	DDX3X
CYLD	DDX3X
TOB1	DDX3X
G3BP1	DDX3X
TRIM28	DDX3X
NDC80	DDX3X
IFITM3	DDX3X
RAPGEF3	DDX3X
SYNCRIP	DDX3X
IFITM2	DDX3X
LILRB1	DDX3X
MALT1	DDX3X
ADAM10	RASA1
JAG1	RASA1
ANGPT1	RASA1
CDH13	RASA1
CDKN2A	RASA1
CHRNB2	RASA1
COL4A1	RASA1
EGFR	RASA1
ERBB2	RASA1
ERBB3	RASA1
ERBB4	RASA1
FBLN1	RASA1
HIF1A	RASA1
HLA-DRB1	RASA1
HOXA7	RASA1
PAK3	RASA1
PDGFRB	RASA1
PPARG	RASA1
PTPRK	RASA1
RARA	RASA1
AKT3	RASA1
LILRB2	RASA1
HAX1	RASA1
LILRB1	RASA1
ADH1B	RARRES2
AKT1	RARRES2
AKT2	RARRES2
APC	RARRES2
CHGA	RARRES2
CMKLR1	RARRES2
CYLD	RARRES2
DDX3X	RARRES2
HLA-A	RARRES2
INSR	RARRES2
IRS1	RARRES2
FOXO4	RARRES2
PCSK5	RARRES2
PML	RARRES2
PTX3	RARRES2
TRIM28	RARRES2
PARP4	GSDME
ADRA1A	GSDME
ADRB3	GSDME
DDIT3	GSDME
DDX3X	GSDME
DHX9	GSDME
PARP4	IL1B
APLNR	IL1B
AKT1	IL1B
COL1A1	IL1B
CPS1	IL1B
CSF1R	IL1B
CTNNB1	IL1B
DDIT3	IL1B
DDX3X	IL1B
EGFR	IL1B
EGR1	IL1B
EPHA2	IL1B
EP300	IL1B
EPHA1	IL1B
EPHA7	IL1B
EPHB1	IL1B
ERBB2	IL1B
ESR1	IL1B
ETS1	IL1B
EZH2	IL1B
FGA	IL1B
FGB	IL1B
FGF2	IL1B
FLT1	IL1B
FLT4	IL1B
MTOR	IL1B
GATA1	IL1B
GATA2	IL1B
GATA6	IL1B
NRG1	IL1B
HIF1A	IL1B
HLA-A	IL1B
HMGB1	IL1B
FOXA1	IL1B
HSF1	IL1B
IGF2	IL1B
IKBKB	IL1B
IL1A	IL1B
LILRB2	IL1B
KLF2	IL1B
RAPGEF3	IL1B
MALT1	IL1B
PARP4	BCL10
AGTR2	BCL10
ANG	BCL10
ANGPT1	BCL10
BIRC3	BCL10
AR	BCL10
FOXL2	BCL10
BRCA1	BCL10
CYLD	BCL10
DDIT3	BCL10
DDX3X	BCL10
GSDME	BCL10
EGFR	BCL10
FYN	BCL10
GSK3A	BCL10
HLA-A	BCL10
HLA-DRB1	BCL10
HMGB1	BCL10
IL1B	BCL10
MAP3K5	BCL10
MYC	BCL10
NKX3-1	BCL10
PML	BCL10
PTPRC	BCL10
SYK	BCL10
THBS1	BCL10
TLR2	BCL10
TLR4	BCL10
TLR5	BCL10
TNF	BCL10
TRAF2	BCL10
TRAF6	BCL10
UBB	BCL10
UBE2D1	BCL10
RIPK1	BCL10
TNFSF10	BCL10
NRP1	BCL10
SPHK1	BCL10
HUWE1	BCL10
STUB1	BCL10
MALT1	BCL10
PARP4	TNF
AKT1	TNF
ANK3	TNF
FAS	TNF
ARAF	TNF
RHOA	TNF
B2M	TNF
BAX	TNF
BCL2	TNF
BCL3	TNF
BMP7	TNF
BOK	TNF
FOXL2	TNF
BRAF	TNF
ZFP36L1	TNF
KLF5	TNF
CDH13	TNF
CDKN1A	TNF
CDKN1B	TNF
CSF1R	TNF
CSNK2A1	TNF
CSNK2B	TNF
CTNNB1	TNF
DDIT3	TNF
DDX3X	TNF
DHX9	TNF
EGFR	TNF
EGR1	TNF
EPHA2	TNF
EP300	TNF
ERBB2	TNF
ESR1	TNF
ETS1	TNF
EZH2	TNF
PTK2B	TNF
FGA	TNF
FGB	TNF
FGF2	TNF
FGFR1	TNF
FOXO1	TNF
FOXO3	TNF
FLNA	TNF
FLT1	TNF
GATA1	TNF
GATA2	TNF
GATA3	TNF
NR3C1	TNF
NRG1	TNF
HIF1A	TNF
HIP1	TNF
HLA-DRB1	TNF
HMGB1	TNF
FOXA1	TNF
HRAS	TNF
HSF1	TNF
HSP90AB1	TNF
IFIT3	TNF
IKBKB	TNF
IL1A	TNF
IL1B	TNF
IL2RG	TNF
INHBA	TNF
INSR	TNF
ITGA4	TNF
ITGAV	TNF
ITGB7	TNF
JAK2	TNF
JUN	TNF
KDR	TNF
KIT	TNF
LCK	TNF
LLGL1	TNF
SMAD3	TNF
MCL1	TNF
MEF2C	TNF
MAP3K4	TNF
MAP3K5	TNF
MEN1	TNF
NR3C2	TNF
MST1R	TNF
TRIM37	TNF
MYC	TNF
NEDD4	TNF
NFKBIA	TNF
NKX3-1	TNF
NOS1	TNF
NTRK3	TNF
DDR2	TNF
OPRD1	TNF
PDCD2	TNF
PDGFB	TNF
PDGFRB	TNF
PIK3CG	TNF
PKD2	TNF
PPARG	TNF
PPP3CA	TNF
PRKCI	TNF
PRKD1	TNF
MAP2K1	TNF
MAP2K3	TNF
PTCH1	TNF
PTEN	TNF
PTK2	TNF
RAF1	TNF
RELA	TNF
RET	TNF
TRIM27	TNF
S100A8	TNF
SELP	TNF
SLAMF1	TNF
SMARCA4	TNF
SMARCB1	TNF
SPI1	TNF
STAT3	TNF
STK4	TNF
STXBP1	TNF
SYK	TNF
TAL1	TNF
TCF3	TNF
TERT	TNF
TFDP1	TNF
TFE3	TNF
TGFA	TNF
THBS1	TNF
TLR2	TNF
TLR4	TNF
TLR5	TNF
TMSB4X	TNF
BCL2L11	TNF
AKAP9	TNF
TLR6	TNF
KLF2	TNF
DLC1	TNF
IFITM3	TNF
RAPGEF3	TNF
HAX1	TNF
ATG7	TNF
IFITM2	TNF
LILRB1	TNF
MALT1	TNF
HHLA2	TNF
AKAP13	TNF
ADRA1A	FLT4
ADRB3	FLT4
AKT1	FLT4
CDH13	FLT4
CSF1R	FLT4
GSDME	FLT4
DYRK1A	FLT4
EGFR	FLT4
EGR3	FLT4
EPHA1	FLT4
EPHA3	FLT4
EPHA4	FLT4
ERBB2	FLT4
ERBB4	FLT4
ETS1	FLT4
PTK2B	FLT4
FES	FLT4
FGF2	FLT4
FGFR1	FLT4
FGFR3	FLT4
FGFR2	FLT4
FGFR4	FLT4
FLT1	FLT4
AKT3	FLT4
ABI1	FLT4
CCL26	FLT4
ADRA1A	FGFR3
ADRB3	FGFR3
CSF1R	FGFR3
GSDME	FGFR3
DYRK1A	FGFR3
EGFR	FGFR3
EPHA1	FGFR3
EPHA3	FGFR3
EPHA4	FGFR3
ERBB2	FGFR3
ERBB4	FGFR3
PTK2B	FGFR3
FES	FGFR3
FGF2	FGFR3
FGF5	FGFR3
FGFR1	FGFR3
ABI1	FGFR3
ADRA1A	FLT1
ADRB3	FLT1
APLNR	FLT1
COL5A1	FLT1
CSF1R	FLT1
GSDME	FLT1
DYRK1A	FLT1
EGFR	FLT1
EGR3	FLT1
EPHA2	FLT1
EPHA1	FLT1
EPHA3	FLT1
EPHA4	FLT1
ERBB2	FLT1
ERBB4	FLT1
ETS1	FLT1
EZH2	FLT1
PTK2B	FLT1
FES	FLT1
FGF2	FLT1
FGFR1	FLT1
FGFR3	FLT1
FGFR2	FLT1
FGFR4	FLT1
ABI1	FLT1
GPC6	FLT1
CCL26	FLT1
RAPGEF3	FLT1
HAX1	FLT1
SIX2	FLT1
ADRA1A	ADRB3
ADRA1A	IQGAP1
ADRB3	IQGAP1
AKT1	IQGAP1
ANG	IQGAP1
APC	IQGAP1
AREG	IQGAP1
RHOA	IQGAP1
BRAF	IQGAP1
ZFP36L1	IQGAP1
ZFP36L2	IQGAP1
CDKN1A	IQGAP1
COL5A1	IQGAP1
CTNNB1	IQGAP1
CYLD	IQGAP1
GSDME	IQGAP1
ECT2	IQGAP1
EEF1A1	IQGAP1
EGFR	IQGAP1
EPHA2	IQGAP1
ERBB2	IQGAP1
ERBB4	IQGAP1
PTK2B	IQGAP1
FGF2	IQGAP1
FGFR1	IQGAP1
FGFR3	IQGAP1
FGFR2	IQGAP1
FGFR4	IQGAP1
FLT1	IQGAP1
FLT4	IQGAP1
GRB2	IQGAP1
HLA-DRB1	IQGAP1
HMGB1	IQGAP1
HNRNPU	IQGAP1
HRAS	IQGAP1
IGF2	IQGAP1
INSR	IQGAP1
KDR	IQGAP1
KIT	IQGAP1
LAMC1	IQGAP1
NFATC2	IQGAP1
DDR2	IQGAP1
PDGFB	IQGAP1
PDGFRB	IQGAP1
PLCG1	IQGAP1
PLK1	IQGAP1
MED1	IQGAP1
MAP2K3	IQGAP1
PTK2	IQGAP1
PTK6	IQGAP1
PTPN11	IQGAP1
PTPN12	IQGAP1
PTPRK	IQGAP1
RB1	IQGAP1
RET	IQGAP1
SCN5A	IQGAP1
SOX2	IQGAP1
THBS1	IQGAP1
TNF	IQGAP1
TP73	IQGAP1
TRPM2	IQGAP1
XRCC5	IQGAP1
CUL3	IQGAP1
GPC6	IQGAP1
SIX2	IQGAP1
ADRA1A	SOX2
ADRB3	SOX2
APC	SOX2
ATM	SOX2
B2M	SOX2
CDK4	SOX2
CDK6	SOX2
CDKN1A	SOX2
CDKN1B	SOX2
CDKN2A	SOX2
CDKN2B	SOX2
CDKN2C	SOX2
CSNK1A1	SOX2
CTNND1	SOX2
CYLD	SOX2
DDIT3	SOX2
GSDME	SOX2
EPHA2	SOX2
FGF2	SOX2
FGFR1	SOX2
FGFR3	SOX2
FGFR2	SOX2
FLT1	SOX2
FLT4	SOX2
AFF2	SOX2
GATA6	SOX2
GLI1	SOX2
GLI3	SOX2
HIF1A	SOX2
HLA-DRB1	SOX2
HMGB1	SOX2
HRAS	SOX2
IGF2	SOX2
INHBA	SOX2
INSR	SOX2
IRF1	SOX2
IRF6	SOX2
KDR	SOX2
KIT	SOX2
SMAD3	SOX2
MLF1	SOX2
MLLT3	SOX2
FOXO4	SOX2
MYC	SOX2
NOTCH1	SOX2
NOTCH2	SOX2
PDGFB	SOX2
POU5F1	SOX2
MAP2K1	SOX2
PEX2	SOX2
RET	SOX2
SFRP4	SOX2
PTPRU	SOX2
ADRA1A	FGFR2
ADRB3	FGFR2
CSF1R	FGFR2
GSDME	FGFR2
DYRK1A	FGFR2
EGFR	FGFR2
EPHA1	FGFR2
EPHA3	FGFR2
EPHA4	FGFR2
ERBB2	FGFR2
ERBB4	FGFR2
PTK2B	FGFR2
FES	FGFR2
FGF2	FGFR2
FGF5	FGFR2
FGFR1	FGFR2
FGFR3	FGFR2
ABI1	FGFR2
ADRA1A	HLA-DRB1
ADRB3	HLA-DRB1
CHRNB2	HLA-DRB1
CR1	HLA-DRB1
CTSS	HLA-DRB1
DDIT3	HLA-DRB1
GSDME	HLA-DRB1
EGFR	HLA-DRB1
ERBB2	HLA-DRB1
ERBB3	HLA-DRB1
ERBB4	HLA-DRB1
FES	HLA-DRB1
FGF2	HLA-DRB1
FGFR1	HLA-DRB1
FGFR3	HLA-DRB1
